train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
0.9488983154296875,0,49,,,,
1.0299904346466064,0,99,,,,
0.6789792776107788,0,149,,,,
0.5693758726119995,0,199,,,,
0.6830068826675415,0,249,,,,
0.6112924218177795,0,299,,,,
0.7878825664520264,0,349,,,,
0.58501136302948,0,399,,,,
0.5126354098320007,0,449,,,,
0.448289692401886,0,499,,,,
0.39364880323410034,0,549,,,,
0.5077752470970154,0,599,,,,
0.5882830619812012,0,649,,,,
0.5491124987602234,0,699,,,,
0.47319597005844116,0,749,,,,
,0,749,0.48718661069869995,0.8332499861717224,,
0.45860013365745544,1,799,,,,
0.4057151675224304,1,849,,,,
0.38462650775909424,1,899,,,,
0.4208464026451111,1,949,,,,
0.447051078081131,1,999,,,,
0.4482909142971039,1,1049,,,,
0.502952516078949,1,1099,,,,
0.3334990441799164,1,1149,,,,
0.5335755944252014,1,1199,,,,
0.5501076579093933,1,1249,,,,
0.47313547134399414,1,1299,,,,
0.5361676216125488,1,1349,,,,
0.5781991481781006,1,1399,,,,
0.4900185167789459,1,1449,,,,
0.39462512731552124,1,1499,,,,
,1,1499,0.4492925703525543,0.8415833115577698,,
0.6800863742828369,2,1549,,,,
0.35046860575675964,2,1599,,,,
0.4720170199871063,2,1649,,,,
0.5547884106636047,2,1699,,,,
0.47426003217697144,2,1749,,,,
0.4172053337097168,2,1799,,,,
0.3457426130771637,2,1849,,,,
0.6149551272392273,2,1899,,,,
0.510835587978363,2,1949,,,,
0.4746870696544647,2,1999,,,,
0.46482914686203003,2,2049,,,,
0.6151852607727051,2,2099,,,,
0.3217427730560303,2,2149,,,,
0.5890287756919861,2,2199,,,,
0.4348090589046478,2,2249,,,,
,2,2249,0.4705870747566223,0.8374999761581421,,
,3,2250,,,0.4921884834766388,0.8271999955177307
