train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
2.3069043159484863,0,49,,,,
2.314809799194336,0,99,,,,
2.3120532035827637,0,149,,,,
2.3288285732269287,0,199,,,,
2.2827789783477783,0,249,,,,
2.297497510910034,0,299,,,,
2.301800012588501,0,349,,,,
2.287964105606079,0,399,,,,
2.301225423812866,0,449,,,,
2.3176474571228027,0,499,,,,
2.3134961128234863,0,549,,,,
2.297473669052124,0,599,,,,
2.3059329986572266,0,649,,,,
2.311168670654297,0,699,,,,
2.321301221847534,0,749,,,,
,0,749,2.305487871170044,0.1120000034570694,,
2.306150197982788,1,799,,,,
2.319000720977783,1,849,,,,
2.308514356613159,1,899,,,,
2.2980880737304688,1,949,,,,
2.3134710788726807,1,999,,,,
2.2821085453033447,1,1049,,,,
2.3042948246002197,1,1099,,,,
2.310906410217285,1,1149,,,,
2.31154465675354,1,1199,,,,
2.3300187587738037,1,1249,,,,
2.312582492828369,1,1299,,,,
2.2922959327697754,1,1349,,,,
2.3009440898895264,1,1399,,,,
2.306436777114868,1,1449,,,,
2.290513515472412,1,1499,,,,
,1,1499,2.3054893016815186,0.1120000034570694,,
2.3167831897735596,2,1549,,,,
2.303577184677124,2,1599,,,,
2.308833360671997,2,1649,,,,
2.3286800384521484,2,1699,,,,
2.2946155071258545,2,1749,,,,
2.2947733402252197,2,1799,,,,
2.3148717880249023,2,1849,,,,
2.320651054382324,2,1899,,,,
2.323803186416626,2,1949,,,,
2.3035738468170166,2,1999,,,,
2.288647413253784,2,2049,,,,
2.310497760772705,2,2099,,,,
2.3155698776245117,2,2149,,,,
2.2950665950775146,2,2199,,,,
2.3058741092681885,2,2249,,,,
,2,2249,2.3054893016815186,0.1120000034570694,,
,3,2250,,,2.307818651199341,0.11150000244379044
