train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
0.8746023774147034,0,49,,,,
0.7221657633781433,0,99,,,,
0.7543758749961853,0,149,,,,
0.8278466463088989,0,199,,,,
0.5848411321640015,0,249,,,,
0.9109740257263184,0,299,,,,
0.4266636073589325,0,349,,,,
0.595271110534668,0,399,,,,
0.48776015639305115,0,449,,,,
0.5366237759590149,0,499,,,,
0.39168819785118103,0,549,,,,
0.8708802461624146,0,599,,,,
0.5676096677780151,0,649,,,,
0.9323379397392273,0,699,,,,
0.4296657145023346,0,749,,,,
,0,749,0.49113020300865173,0.8202499747276306,,
0.5227892398834229,1,799,,,,
0.47835180163383484,1,849,,,,
0.6023207902908325,1,899,,,,
0.6450815796852112,1,949,,,,
0.46466368436813354,1,999,,,,
0.5403589010238647,1,1049,,,,
0.5547334551811218,1,1099,,,,
0.3160861134529114,1,1149,,,,
0.5218729972839355,1,1199,,,,
0.7312007546424866,1,1249,,,,
0.5963437557220459,1,1299,,,,
0.4764299690723419,1,1349,,,,
0.5310599207878113,1,1399,,,,
0.429222971200943,1,1449,,,,
0.2704137861728668,1,1499,,,,
,1,1499,0.4082711637020111,0.8569166660308838,,
0.7811132073402405,2,1549,,,,
0.47238996624946594,2,1599,,,,
0.36685919761657715,2,1649,,,,
0.43869441747665405,2,1699,,,,
0.46632397174835205,2,1749,,,,
0.44012320041656494,2,1799,,,,
0.48773419857025146,2,1849,,,,
0.33326128125190735,2,1899,,,,
0.2962891161441803,2,1949,,,,
0.4594540297985077,2,1999,,,,
0.38636690378189087,2,2049,,,,
0.5453113317489624,2,2099,,,,
0.47873783111572266,2,2149,,,,
0.43016260862350464,2,2199,,,,
0.45179468393325806,2,2249,,,,
,2,2249,0.4060564637184143,0.8554999828338623,,
,3,2250,,,0.44462642073631287,0.8440999984741211
