train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
0.9622358679771423,0,49,,,,
0.6426354050636292,0,99,,,,
0.5745026469230652,0,149,,,,
0.5891691446304321,0,199,,,,
0.5444083213806152,0,249,,,,
0.617344856262207,0,299,,,,
0.5842210650444031,0,349,,,,
0.6178389191627502,0,399,,,,
0.6326838135719299,0,449,,,,
0.5707079768180847,0,499,,,,
0.48284462094306946,0,549,,,,
0.7604557871818542,0,599,,,,
0.5237308144569397,0,649,,,,
0.5234928727149963,0,699,,,,
0.560481071472168,0,749,,,,
,0,749,0.5464835166931152,0.8008333444595337,,
0.4873638451099396,1,799,,,,
0.5604069232940674,1,849,,,,
0.49802538752555847,1,899,,,,
0.526512086391449,1,949,,,,
0.435854434967041,1,999,,,,
0.5551981329917908,1,1049,,,,
0.440220445394516,1,1099,,,,
0.5188862681388855,1,1149,,,,
0.5276662111282349,1,1199,,,,
0.5738391280174255,1,1249,,,,
0.33172518014907837,1,1299,,,,
0.47953295707702637,1,1349,,,,
0.5830466747283936,1,1399,,,,
0.4273151457309723,1,1449,,,,
0.37762460112571716,1,1499,,,,
,1,1499,0.4419611692428589,0.8441666960716248,,
0.4907309412956238,2,1549,,,,
0.45646703243255615,2,1599,,,,
0.5226184725761414,2,1649,,,,
0.33146148920059204,2,1699,,,,
0.555892288684845,2,1749,,,,
0.2898520529270172,2,1799,,,,
0.3610457181930542,2,1849,,,,
0.5308970808982849,2,1899,,,,
0.43710818886756897,2,1949,,,,
0.27193528413772583,2,1999,,,,
0.5259285569190979,2,2049,,,,
0.4491720199584961,2,2099,,,,
0.6221882700920105,2,2149,,,,
0.5511469841003418,2,2199,,,,
0.4748021066188812,2,2249,,,,
,2,2249,0.5719737410545349,0.812833309173584,,
,3,2250,,,0.595097005367279,0.8070999979972839
